component	source_file	stored_file	sha256	provenance
muda@0.19.3	LICENSE.spdx	files/b99f9d43803f2ac979c50949df630bd8eeaf2fcd1b9fdb9093710d70f5dfb63d-LICENSE.spdx	b99f9d43803f2ac979c50949df630bd8eeaf2fcd1b9fdb9093710d70f5dfb63d	Exact crate/package file or exact upstream commit evidence
num-bigint@0.4.8	LICENSE-APACHE	files/a60eea817514531668d7e00765731449fe14d059d3249e0bc93b36de45f759f2-LICENSE-APACHE	a60eea817514531668d7e00765731449fe14d059d3249e0bc93b36de45f759f2	Exact crate/package file or exact upstream commit evidence
num-bigint@0.4.8	LICENSE-MIT	files/6485b8ed310d3f0340bf1ad1f47645069ce4069dcc6bb46c7d5c6faf41de1fdb-LICENSE-MIT	6485b8ed310d3f0340bf1ad1f47645069ce4069dcc6bb46c7d5c6faf41de1fdb	Exact crate/package file or exact upstream commit evidence
num-integer@0.1.47	LICENSE-APACHE	files/a60eea817514531668d7e00765731449fe14d059d3249e0bc93b36de45f759f2-LICENSE-APACHE	a60eea817514531668d7e00765731449fe14d059d3249e0bc93b36de45f759f2	Exact crate/package file or exact upstream commit evidence
num-integer@0.1.47	LICENSE-MIT	files/6485b8ed310d3f0340bf1ad1f47645069ce4069dcc6bb46c7d5c6faf41de1fdb-LICENSE-MIT	6485b8ed310d3f0340bf1ad1f47645069ce4069dcc6bb46c7d5c6faf41de1fdb	Exact crate/package file or exact upstream commit evidence
objc2@0.6.4	LICENSE.md	files/7f976f7e9cb2d87df7230606feb932c3f21ac0e664045a775b600046ff850c54-LICENSE.md	7f976f7e9cb2d87df7230606feb932c3f21ac0e664045a775b600046ff850c54	Exact crate/package file or exact upstream commit evidence
objc2-app-kit@0.3.2	LICENSE.md	files/7f976f7e9cb2d87df7230606feb932c3f21ac0e664045a775b600046ff850c54-LICENSE.md	7f976f7e9cb2d87df7230606feb932c3f21ac0e664045a775b600046ff850c54	Exact crate/package file or exact upstream commit evidence
objc2-encode@4.1.0	LICENSE.md	files/7f976f7e9cb2d87df7230606feb932c3f21ac0e664045a775b600046ff850c54-LICENSE.md	7f976f7e9cb2d87df7230606feb932c3f21ac0e664045a775b600046ff850c54	Exact crate/package file or exact upstream commit evidence
objc2-exception-helper@0.1.1	LICENSE.md	files/7f976f7e9cb2d87df7230606feb932c3f21ac0e664045a775b600046ff850c54-LICENSE.md	7f976f7e9cb2d87df7230606feb932c3f21ac0e664045a775b600046ff850c54	Exact crate/package file or exact upstream commit evidence
objc2-foundation@0.3.2	LICENSE.md	files/7f976f7e9cb2d87df7230606feb932c3f21ac0e664045a775b600046ff850c54-LICENSE.md	7f976f7e9cb2d87df7230606feb932c3f21ac0e664045a775b600046ff850c54	Exact crate/package file or exact upstream commit evidence
objc2-web-kit@0.3.2	LICENSE.md	files/7f976f7e9cb2d87df7230606feb932c3f21ac0e664045a775b600046ff850c54-LICENSE.md	7f976f7e9cb2d87df7230606feb932c3f21ac0e664045a775b600046ff850c54	Exact crate/package file or exact upstream commit evidence
once_cell@1.21.4	LICENSE-APACHE	files/a60eea817514531668d7e00765731449fe14d059d3249e0bc93b36de45f759f2-LICENSE-APACHE	a60eea817514531668d7e00765731449fe14d059d3249e0bc93b36de45f759f2	Exact crate/package file or exact upstream commit evidence
once_cell@1.21.4	LICENSE-MIT	files/23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3-LICENSE-MIT	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3	Exact crate/package file or exact upstream commit evidence
parking_lot@0.12.5	LICENSE-APACHE	files/a60eea817514531668d7e00765731449fe14d059d3249e0bc93b36de45f759f2-LICENSE-APACHE	a60eea817514531668d7e00765731449fe14d059d3249e0bc93b36de45f759f2	Exact crate/package file or exact upstream commit evidence
parking_lot@0.12.5	LICENSE-MIT	files/c9a75f18b9ab2927829a208fc6aa2cf4e63b8420887ba29cdb265d6619ae82d5-LICENSE-MIT	c9a75f18b9ab2927829a208fc6aa2cf4e63b8420887ba29cdb265d6619ae82d5	Exact crate/package file or exact upstream commit evidence
parking_lot_core@0.9.12	LICENSE-APACHE	files/a60eea817514531668d7e00765731449fe14d059d3249e0bc93b36de45f759f2-LICENSE-APACHE	a60eea817514531668d7e00765731449fe14d059d3249e0bc93b36de45f759f2	Exact crate/package file or exact upstream commit evidence
parking_lot_core@0.9.12	LICENSE-MIT	files/c9a75f18b9ab2927829a208fc6aa2cf4e63b8420887ba29cdb265d6619ae82d5-LICENSE-MIT	c9a75f18b9ab2927829a208fc6aa2cf4e63b8420887ba29cdb265d6619ae82d5	Exact crate/package file or exact upstream commit evidence
percent-encoding@2.3.2	LICENSE-APACHE	files/a60eea817514531668d7e00765731449fe14d059d3249e0bc93b36de45f759f2-LICENSE-APACHE	a60eea817514531668d7e00765731449fe14d059d3249e0bc93b36de45f759f2	Exact crate/package file or exact upstream commit evidence
percent-encoding@2.3.2	LICENSE-MIT	files/b38f11f6096706e6de553dabe2a7ed142d59b6fa8c97e290c67496154745cdd5-LICENSE-MIT	b38f11f6096706e6de553dabe2a7ed142d59b6fa8c97e290c67496154745cdd5	Exact crate/package file or exact upstream commit evidence
plist@1.10.0	LICENCE	files/5b0ae40d1a35f7ae6591a28e44771240e6a88cb03a66c9189a45b9681639b466-LICENCE	5b0ae40d1a35f7ae6591a28e44771240e6a88cb03a66c9189a45b9681639b466	Exact crate/package file or exact upstream commit evidence
png@0.18.1	LICENSE-APACHE	files/a60eea817514531668d7e00765731449fe14d059d3249e0bc93b36de45f759f2-LICENSE-APACHE	a60eea817514531668d7e00765731449fe14d059d3249e0bc93b36de45f759f2	Exact crate/package file or exact upstream commit evidence
png@0.18.1	LICENSE-MIT	files/eaf40297c75da471f7cda1f3458e8d91b4b2ec866e609527a13acfa93b638652-LICENSE-MIT	eaf40297c75da471f7cda1f3458e8d91b4b2ec866e609527a13acfa93b638652	Exact crate/package file or exact upstream commit evidence
potential_utf@0.1.6	LICENSE	files/f367c1b8e1aa262435251e442901da4607b4650e0e63a026f5044473ecfb90f2-LICENSE	f367c1b8e1aa262435251e442901da4607b4650e0e63a026f5044473ecfb90f2	Exact crate/package file or exact upstream commit evidence
quick-xml@0.41.0	LICENSE-MIT.md	files/5b2c207dcf571267ebe0bbdd5bf321f561ddc22ff597e7b363e96f4539507a29-LICENSE-MIT.md	5b2c207dcf571267ebe0bbdd5bf321f561ddc22ff597e7b363e96f4539507a29	Exact crate/package file or exact upstream commit evidence
raw-window-handle@0.6.2	LICENSE-APACHE.md	files/0d542e0c8804e39aa7f37eb00da5a762149dc682d7829451287e11b938e94594-LICENSE-APACHE	0d542e0c8804e39aa7f37eb00da5a762149dc682d7829451287e11b938e94594	Exact crate/package file or exact upstream commit evidence
raw-window-handle@0.6.2	LICENSE-MIT.md	files/9c5a80639a57c1c945570e7ebbca0706305849ce3c098021325cca9db2f7acc4-LICENSE-MIT.md	9c5a80639a57c1c945570e7ebbca0706305849ce3c098021325cca9db2f7acc4	Exact crate/package file or exact upstream commit evidence
raw-window-handle@0.6.2	LICENSE-ZLIB.md	files/ae895c8576e682f310fb70d93d9f99b1dd82872094c54a8f6cdfe2ca5c2d6ecb-LICENSE-ZLIB.md	ae895c8576e682f310fb70d93d9f99b1dd82872094c54a8f6cdfe2ca5c2d6ecb	Exact crate/package file or exact upstream commit evidence
referencing@0.54.0	LICENSE	files/117829c3ca21efb132d81a44b55363d395ab8eea18526873bc828da4c0e5f038-LICENSE	117829c3ca21efb132d81a44b55363d395ab8eea18526873bc828da4c0e5f038	Exact crate/package file or exact upstream commit evidence
regex@1.13.1	LICENSE-APACHE	files/a60eea817514531668d7e00765731449fe14d059d3249e0bc93b36de45f759f2-LICENSE-APACHE	a60eea817514531668d7e00765731449fe14d059d3249e0bc93b36de45f759f2	Exact crate/package file or exact upstream commit evidence
regex@1.13.1	LICENSE-MIT	files/6485b8ed310d3f0340bf1ad1f47645069ce4069dcc6bb46c7d5c6faf41de1fdb-LICENSE-MIT	6485b8ed310d3f0340bf1ad1f47645069ce4069dcc6bb46c7d5c6faf41de1fdb	Exact crate/package file or exact upstream commit evidence
regex-automata@0.4.18	LICENSE-APACHE	files/a60eea817514531668d7e00765731449fe14d059d3249e0bc93b36de45f759f2-LICENSE-APACHE	a60eea817514531668d7e00765731449fe14d059d3249e0bc93b36de45f759f2	Exact crate/package file or exact upstream commit evidence
regex-automata@0.4.18	LICENSE-MIT	files/6485b8ed310d3f0340bf1ad1f47645069ce4069dcc6bb46c7d5c6faf41de1fdb-LICENSE-MIT	6485b8ed310d3f0340bf1ad1f47645069ce4069dcc6bb46c7d5c6faf41de1fdb	Exact crate/package file or exact upstream commit evidence
regex-syntax@0.8.11	LICENSE-APACHE	files/a60eea817514531668d7e00765731449fe14d059d3249e0bc93b36de45f759f2-LICENSE-APACHE	a60eea817514531668d7e00765731449fe14d059d3249e0bc93b36de45f759f2	Exact crate/package file or exact upstream commit evidence
regex-syntax@0.8.11	LICENSE-MIT	files/6485b8ed310d3f0340bf1ad1f47645069ce4069dcc6bb46c7d5c6faf41de1fdb-LICENSE-MIT	6485b8ed310d3f0340bf1ad1f47645069ce4069dcc6bb46c7d5c6faf41de1fdb	Exact crate/package file or exact upstream commit evidence
reqwest@0.13.4	LICENSE-APACHE	files/751963a8b88c0e3a9f27e98933079fbcf09b9998b2c13ac49c2e4d58444520d6-LICENSE-APACHE	751963a8b88c0e3a9f27e98933079fbcf09b9998b2c13ac49c2e4d58444520d6	Exact crate/package file or exact upstream commit evidence
reqwest@0.13.4	LICENSE-MIT	files/dd87e27dfbaa888cb77ea34592648a7743636b8dce07e49543bddda0fcfc73bc-LICENSE-MIT	dd87e27dfbaa888cb77ea34592648a7743636b8dce07e49543bddda0fcfc73bc	Exact crate/package file or exact upstream commit evidence
rfd@0.16.0	LICENSE	files/65fc947f4bac882a2cd104ef73c246b1b037059df9f2b3a58b7f77f0b9e56071-LICENSE	65fc947f4bac882a2cd104ef73c246b1b037059df9f2b3a58b7f77f0b9e56071	Exact crate/package file or exact upstream commit evidence
rusqlite@0.40.2	LICENSE	files/c10c1f27337546471e5f7e4e97fdd398b35b9d4e126115dcd22de8d8e65abf6f-LICENSE	c10c1f27337546471e5f7e4e97fdd398b35b9d4e126115dcd22de8d8e65abf6f	Exact crate/package file or exact upstream commit evidence
rustix@1.1.4	COPYRIGHT	files/377c2e7c53250cc5905c0b0532d35973392af16ffb9596a41d99d202cf3617c9-COPYRIGHT	377c2e7c53250cc5905c0b0532d35973392af16ffb9596a41d99d202cf3617c9	Exact crate/package file or exact upstream commit evidence
rustix@1.1.4	LICENSE-APACHE	files/a60eea817514531668d7e00765731449fe14d059d3249e0bc93b36de45f759f2-LICENSE-APACHE	a60eea817514531668d7e00765731449fe14d059d3249e0bc93b36de45f759f2	Exact crate/package file or exact upstream commit evidence
rustix@1.1.4	LICENSE-Apache-2.0_WITH_LLVM-exception	files/268872b9816f90fd8e85db5a28d33f8150ebb8dd016653fb39ef1f94f2686bc5-LICENSE-Apache-2.0_WITH_LLVM-exception	268872b9816f90fd8e85db5a28d33f8150ebb8dd016653fb39ef1f94f2686bc5	Exact crate/package file or exact upstream commit evidence
rustix@1.1.4	LICENSE-MIT	files/23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3-LICENSE-MIT	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3	Exact crate/package file or exact upstream commit evidence
rustls@0.23.45	LICENSE-APACHE	files/a60eea817514531668d7e00765731449fe14d059d3249e0bc93b36de45f759f2-LICENSE-APACHE	a60eea817514531668d7e00765731449fe14d059d3249e0bc93b36de45f759f2	Exact crate/package file or exact upstream commit evidence
rustls@0.23.45	LICENSE-ISC	files/7cfafc877eccc46c0e346ccbaa5c51bb6b894d2b818e617d970211e232785ad4-LICENSE-ISC	7cfafc877eccc46c0e346ccbaa5c51bb6b894d2b818e617d970211e232785ad4	Exact crate/package file or exact upstream commit evidence
rustls@0.23.45	LICENSE-MIT	files/709e3175b4212f7b13aa93971c9f62ff8c69ec45ad8c6532a7e0c41d7a7d6f8c-LICENSE-MIT	709e3175b4212f7b13aa93971c9f62ff8c69ec45ad8c6532a7e0c41d7a7d6f8c	Exact crate/package file or exact upstream commit evidence
rustls-pki-types@1.15.1	LICENSE-APACHE	files/45fd05c4865e7c350b98ad7ac50e1b15462d49af4a91e9b0c9dd933dc9a69742-LICENSE-APACHE	45fd05c4865e7c350b98ad7ac50e1b15462d49af4a91e9b0c9dd933dc9a69742	Exact crate/package file or exact upstream commit evidence
rustls-pki-types@1.15.1	LICENSE-MIT	files/9117d922e667125508dde62b02c1f57ed22f5ad21eb536aa2e2d99e1c796e639-LICENSE-MIT	9117d922e667125508dde62b02c1f57ed22f5ad21eb536aa2e2d99e1c796e639	Exact crate/package file or exact upstream commit evidence
rustls-platform-verifier@0.7.0	LICENSE-APACHE	files/c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4-LICENSE-APACHE	c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4	Exact crate/package file or exact upstream commit evidence
rustls-platform-verifier@0.7.0	LICENSE-MIT	files/1c7cf76689c837a68ed8d704994e52a0f2940c087958f860d17f3186afbdcc0c-LICENSE-MIT	1c7cf76689c837a68ed8d704994e52a0f2940c087958f860d17f3186afbdcc0c	Exact crate/package file or exact upstream commit evidence
rustls-webpki@0.103.15	LICENSE	files/5b698ca13897be3afdb7174256fa1574f8c6892b8bea1a66dd6469d3fe27885a-LICENSE	5b698ca13897be3afdb7174256fa1574f8c6892b8bea1a66dd6469d3fe27885a	Exact crate/package file or exact upstream commit evidence
same-file@1.0.6	COPYING	files/01c266bced4a434da0051174d6bee16a4c82cf634e2679b6155d40d75012390f-COPYING	01c266bced4a434da0051174d6bee16a4c82cf634e2679b6155d40d75012390f	Exact crate/package file or exact upstream commit evidence
same-file@1.0.6	LICENSE-MIT	files/cb3c929a05e6cbc9de9ab06a4c57eeb60ca8c724bef6c138c87d3a577e27aa14-LICENSE-MIT	cb3c929a05e6cbc9de9ab06a4c57eeb60ca8c724bef6c138c87d3a577e27aa14	Exact crate/package file or exact upstream commit evidence
security-framework@3.7.0	LICENSE-APACHE	files/a60eea817514531668d7e00765731449fe14d059d3249e0bc93b36de45f759f2-LICENSE-APACHE	a60eea817514531668d7e00765731449fe14d059d3249e0bc93b36de45f759f2	Exact crate/package file or exact upstream commit evidence
security-framework@3.7.0	LICENSE-MIT	files/91e934255ba3b2f21103d68c5581c23ef34aa95c4628e4405b8c901935e11c69-LICENSE-MIT	91e934255ba3b2f21103d68c5581c23ef34aa95c4628e4405b8c901935e11c69	Exact crate/package file or exact upstream commit evidence
security-framework-sys@2.17.0	LICENSE-APACHE	files/a60eea817514531668d7e00765731449fe14d059d3249e0bc93b36de45f759f2-LICENSE-APACHE	a60eea817514531668d7e00765731449fe14d059d3249e0bc93b36de45f759f2	Exact crate/package file or exact upstream commit evidence
security-framework-sys@2.17.0	LICENSE-MIT	files/91e934255ba3b2f21103d68c5581c23ef34aa95c4628e4405b8c901935e11c69-LICENSE-MIT	91e934255ba3b2f21103d68c5581c23ef34aa95c4628e4405b8c901935e11c69	Exact crate/package file or exact upstream commit evidence
semver@1.0.28	LICENSE-APACHE	files/62c7a1e35f56406896d7aa7ca52d0cc0d272ac022b5d2796e7d6905db8a3636a-LICENSE-APACHE	62c7a1e35f56406896d7aa7ca52d0cc0d272ac022b5d2796e7d6905db8a3636a	Exact crate/package file or exact upstream commit evidence
semver@1.0.28	LICENSE-MIT	files/23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3-LICENSE-MIT	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3	Exact crate/package file or exact upstream commit evidence
serde@1.0.229	LICENSE-APACHE	files/62c7a1e35f56406896d7aa7ca52d0cc0d272ac022b5d2796e7d6905db8a3636a-LICENSE-APACHE	62c7a1e35f56406896d7aa7ca52d0cc0d272ac022b5d2796e7d6905db8a3636a	Exact crate/package file or exact upstream commit evidence
serde@1.0.229	LICENSE-MIT	files/23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3-LICENSE-MIT	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3	Exact crate/package file or exact upstream commit evidence
serde_core@1.0.229	LICENSE-APACHE	files/62c7a1e35f56406896d7aa7ca52d0cc0d272ac022b5d2796e7d6905db8a3636a-LICENSE-APACHE	62c7a1e35f56406896d7aa7ca52d0cc0d272ac022b5d2796e7d6905db8a3636a	Exact crate/package file or exact upstream commit evidence
serde_core@1.0.229	LICENSE-MIT	files/23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3-LICENSE-MIT	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3	Exact crate/package file or exact upstream commit evidence
serde_json@1.0.151	LICENSE-APACHE	files/62c7a1e35f56406896d7aa7ca52d0cc0d272ac022b5d2796e7d6905db8a3636a-LICENSE-APACHE	62c7a1e35f56406896d7aa7ca52d0cc0d272ac022b5d2796e7d6905db8a3636a	Exact crate/package file or exact upstream commit evidence
serde_json@1.0.151	LICENSE-MIT	files/23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3-LICENSE-MIT	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3	Exact crate/package file or exact upstream commit evidence
serde-untagged@0.1.9	LICENSE-APACHE	files/62c7a1e35f56406896d7aa7ca52d0cc0d272ac022b5d2796e7d6905db8a3636a-LICENSE-APACHE	62c7a1e35f56406896d7aa7ca52d0cc0d272ac022b5d2796e7d6905db8a3636a	Exact crate/package file or exact upstream commit evidence
serde-untagged@0.1.9	LICENSE-MIT	files/23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3-LICENSE-MIT	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3	Exact crate/package file or exact upstream commit evidence
serialize-to-javascript@0.1.2	LICENSE-APACHE	files/c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4-LICENSE-APACHE	c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4	Exact crate/package file or exact upstream commit evidence
serialize-to-javascript@0.1.2	LICENSE-MIT	files/e53a7165e8bc3ced5e5628404b3d2d28ecc14ad720f1c09ba28385d5151ecf93-LICENSE-MIT	e53a7165e8bc3ced5e5628404b3d2d28ecc14ad720f1c09ba28385d5151ecf93	Exact crate/package file or exact upstream commit evidence
sha2@0.10.9	LICENSE-APACHE	files/a9040321c3712d8fd0b09cf52b17445de04a23a10165049ae187cd39e5c86be5-LICENSE-APACHE	a9040321c3712d8fd0b09cf52b17445de04a23a10165049ae187cd39e5c86be5	Exact crate/package file or exact upstream commit evidence
sha2@0.10.9	LICENSE-MIT	files/b4eb00df6e2a4d22518fcaa6a2b4646f249b3a3c9814509b22bd2091f1392ff1-LICENSE-MIT	b4eb00df6e2a4d22518fcaa6a2b4646f249b3a3c9814509b22bd2091f1392ff1	Exact crate/package file or exact upstream commit evidence
simd-adler32@0.3.10	LICENSE.md	files/42a35170233e83e18856792e748de4c1ce4a63b2afce9a370c89ef3fe23f9f2d-LICENSE.md	42a35170233e83e18856792e748de4c1ce4a63b2afce9a370c89ef3fe23f9f2d	Exact crate/package file or exact upstream commit evidence
socket2@0.6.5	LICENSE-APACHE	files/a60eea817514531668d7e00765731449fe14d059d3249e0bc93b36de45f759f2-LICENSE-APACHE	a60eea817514531668d7e00765731449fe14d059d3249e0bc93b36de45f759f2	Exact crate/package file or exact upstream commit evidence
socket2@0.6.5	LICENSE-MIT	files/378f5840b258e2779c39418f3f2d7b2ba96f1c7917dd6be0713f88305dbda397-LICENSE-MIT	378f5840b258e2779c39418f3f2d7b2ba96f1c7917dd6be0713f88305dbda397	Exact crate/package file or exact upstream commit evidence
tao@0.35.3	LICENSE	files/6dc0e068dcf3a5bc8e054205b85b7720e1d49265bbc64bf515d2cf79197df69a-LICENSE	6dc0e068dcf3a5bc8e054205b85b7720e1d49265bbc64bf515d2cf79197df69a	Exact crate/package file or exact upstream commit evidence
tao@0.35.3	LICENSE.spdx	files/02b6448337b757772d90e5f31caaa0f9e6afaad2221c01771d0a3deaa4d4196c-LICENSE.spdx	02b6448337b757772d90e5f31caaa0f9e6afaad2221c01771d0a3deaa4d4196c	Exact crate/package file or exact upstream commit evidence
tauri@2.11.5	LICENSE_APACHE-2.0	files/0d542e0c8804e39aa7f37eb00da5a762149dc682d7829451287e11b938e94594-LICENSE-APACHE	0d542e0c8804e39aa7f37eb00da5a762149dc682d7829451287e11b938e94594	Exact crate/package file or exact upstream commit evidence
tauri@2.11.5	LICENSE_MIT	files/9dd42ea92cff2ede5cd477cbfcce051b2d0115c0ac7f368ee88cb545055dff1d-LICENSE_MIT	9dd42ea92cff2ede5cd477cbfcce051b2d0115c0ac7f368ee88cb545055dff1d	Exact crate/package file or exact upstream commit evidence
tauri-plugin-dialog@2.7.3	LICENSE.spdx	files/eb8a6c84630461b352badcab1dbe5d0168c56d377358b2b8c86b51003272d5ef-LICENSE.spdx	eb8a6c84630461b352badcab1dbe5d0168c56d377358b2b8c86b51003272d5ef	Exact crate/package file or exact upstream commit evidence
tauri-plugin-dialog@2.7.3	LICENSE_APACHE-2.0	files/0cec06e0e55fbc3dc5cee4fca9b607f66cb8f4e4dbcf3b3c013594dd156732e9-LICENSE_APACHE-2.0	0cec06e0e55fbc3dc5cee4fca9b607f66cb8f4e4dbcf3b3c013594dd156732e9	Exact crate/package file or exact upstream commit evidence
tauri-plugin-dialog@2.7.3	LICENSE_MIT	files/89ff9689dcf9dd53968785d05a26f7898bb169dbfcada8d032b3e68cf0d55607-LICENSE_MIT	89ff9689dcf9dd53968785d05a26f7898bb169dbfcada8d032b3e68cf0d55607	Exact crate/package file or exact upstream commit evidence
tauri-plugin-fs@2.5.2	LICENSE.spdx	files/eb8a6c84630461b352badcab1dbe5d0168c56d377358b2b8c86b51003272d5ef-LICENSE.spdx	eb8a6c84630461b352badcab1dbe5d0168c56d377358b2b8c86b51003272d5ef	Exact crate/package file or exact upstream commit evidence
tauri-plugin-fs@2.5.2	LICENSE_APACHE-2.0	files/0cec06e0e55fbc3dc5cee4fca9b607f66cb8f4e4dbcf3b3c013594dd156732e9-LICENSE_APACHE-2.0	0cec06e0e55fbc3dc5cee4fca9b607f66cb8f4e4dbcf3b3c013594dd156732e9	Exact crate/package file or exact upstream commit evidence
tauri-plugin-fs@2.5.2	LICENSE_MIT	files/89ff9689dcf9dd53968785d05a26f7898bb169dbfcada8d032b3e68cf0d55607-LICENSE_MIT	89ff9689dcf9dd53968785d05a26f7898bb169dbfcada8d032b3e68cf0d55607	Exact crate/package file or exact upstream commit evidence
tauri-runtime@2.11.3	LICENSE_APACHE-2.0	files/0d542e0c8804e39aa7f37eb00da5a762149dc682d7829451287e11b938e94594-LICENSE-APACHE	0d542e0c8804e39aa7f37eb00da5a762149dc682d7829451287e11b938e94594	Exact crate/package file or exact upstream commit evidence
tauri-runtime@2.11.3	LICENSE_MIT	files/9dd42ea92cff2ede5cd477cbfcce051b2d0115c0ac7f368ee88cb545055dff1d-LICENSE_MIT	9dd42ea92cff2ede5cd477cbfcce051b2d0115c0ac7f368ee88cb545055dff1d	Exact crate/package file or exact upstream commit evidence
tauri-runtime-wry@2.11.4	LICENSE_APACHE-2.0	files/0d542e0c8804e39aa7f37eb00da5a762149dc682d7829451287e11b938e94594-LICENSE-APACHE	0d542e0c8804e39aa7f37eb00da5a762149dc682d7829451287e11b938e94594	Exact crate/package file or exact upstream commit evidence
tauri-runtime-wry@2.11.4	LICENSE_MIT	files/9dd42ea92cff2ede5cd477cbfcce051b2d0115c0ac7f368ee88cb545055dff1d-LICENSE_MIT	9dd42ea92cff2ede5cd477cbfcce051b2d0115c0ac7f368ee88cb545055dff1d	Exact crate/package file or exact upstream commit evidence
tauri-utils@2.9.3	LICENSE_APACHE-2.0	files/0d542e0c8804e39aa7f37eb00da5a762149dc682d7829451287e11b938e94594-LICENSE-APACHE	0d542e0c8804e39aa7f37eb00da5a762149dc682d7829451287e11b938e94594	Exact crate/package file or exact upstream commit evidence
tauri-utils@2.9.3	LICENSE_MIT	files/9dd42ea92cff2ede5cd477cbfcce051b2d0115c0ac7f368ee88cb545055dff1d-LICENSE_MIT	9dd42ea92cff2ede5cd477cbfcce051b2d0115c0ac7f368ee88cb545055dff1d	Exact crate/package file or exact upstream commit evidence
tempfile@3.27.0	LICENSE-APACHE	files/a60eea817514531668d7e00765731449fe14d059d3249e0bc93b36de45f759f2-LICENSE-APACHE	a60eea817514531668d7e00765731449fe14d059d3249e0bc93b36de45f759f2	Exact crate/package file or exact upstream commit evidence
tempfile@3.27.0	LICENSE-MIT	files/8b427f5bc501764575e52ba4f9d95673cf8f6d80a86d0d06599852e1a9a20a36-LICENSE-MIT	8b427f5bc501764575e52ba4f9d95673cf8f6d80a86d0d06599852e1a9a20a36	Exact crate/package file or exact upstream commit evidence
time@0.3.55	LICENSE-Apache	files/0d542e0c8804e39aa7f37eb00da5a762149dc682d7829451287e11b938e94594-LICENSE-APACHE	0d542e0c8804e39aa7f37eb00da5a762149dc682d7829451287e11b938e94594	Exact crate/package file or exact upstream commit evidence
time@0.3.55	LICENSE-MIT	files/2537228d9a1b44a5dc595241349cae7090b326c8de165aaf89bfddef4a00d0fc-LICENSE-MIT	2537228d9a1b44a5dc595241349cae7090b326c8de165aaf89bfddef4a00d0fc	Exact crate/package file or exact upstream commit evidence
tokio@1.53.1	LICENSE	files/253cd04c6714889df2d32f3f64d669179a1c95c76ac43c40882c52eb06bc3552-LICENSE	253cd04c6714889df2d32f3f64d669179a1c95c76ac43c40882c52eb06bc3552	Exact crate/package file or exact upstream commit evidence
toml@1.1.5+spec-1.1.0	LICENSE-APACHE	files/c6596eb7be8581c18be736c846fb9173b69eccf6ef94c5135893ec56bd92ba08-LICENSE-APACHE	c6596eb7be8581c18be736c846fb9173b69eccf6ef94c5135893ec56bd92ba08	Exact crate/package file or exact upstream commit evidence
toml@1.1.5+spec-1.1.0	LICENSE-MIT	files/6efb0476a1cc085077ed49357026d8c173bf33017278ef440f222fb9cbcb66e6-LICENSE-MIT	6efb0476a1cc085077ed49357026d8c173bf33017278ef440f222fb9cbcb66e6	Exact crate/package file or exact upstream commit evidence
toml_datetime@1.1.1+spec-1.1.0	LICENSE-APACHE	files/c6596eb7be8581c18be736c846fb9173b69eccf6ef94c5135893ec56bd92ba08-LICENSE-APACHE	c6596eb7be8581c18be736c846fb9173b69eccf6ef94c5135893ec56bd92ba08	Exact crate/package file or exact upstream commit evidence
toml_datetime@1.1.1+spec-1.1.0	LICENSE-MIT	files/6efb0476a1cc085077ed49357026d8c173bf33017278ef440f222fb9cbcb66e6-LICENSE-MIT	6efb0476a1cc085077ed49357026d8c173bf33017278ef440f222fb9cbcb66e6	Exact crate/package file or exact upstream commit evidence
toml_parser@1.1.3+spec-1.1.0	LICENSE-APACHE	files/c6596eb7be8581c18be736c846fb9173b69eccf6ef94c5135893ec56bd92ba08-LICENSE-APACHE	c6596eb7be8581c18be736c846fb9173b69eccf6ef94c5135893ec56bd92ba08	Exact crate/package file or exact upstream commit evidence
toml_parser@1.1.3+spec-1.1.0	LICENSE-MIT	files/6efb0476a1cc085077ed49357026d8c173bf33017278ef440f222fb9cbcb66e6-LICENSE-MIT	6efb0476a1cc085077ed49357026d8c173bf33017278ef440f222fb9cbcb66e6	Exact crate/package file or exact upstream commit evidence
